,Brand,Model,Seating_Capacity,Body_Type,Variant_Number,Fuel_Type,Transmission,Available_Colors,On_Road_Pric,Delivery_Days,Location
619,BMW,7 Series,5,Sedan,1,Petrol,Automatic,6,,,Bangalore
620,Land Rover,Range Rover Sport,5,SUV,1,Diesel,Automatic,8,,,Bangalore
621,Land Rover,Range Rover Velar,5,SUV,1,Petrol,Automatic,5,,,Bangalore
622,Lotus,Eletre,4,SUV,1,Electric,Automatic,5,,,Bangalore
623,BMW,X1,5,,1,Diesel,Automatic,5,67.15,,Bangalore
624,Mercedes-Benz,E-Class,5,Sedan,1,Petrol,Automatic,4,92.29,,Bangalore
625,Mercedes-Benz,A-Class Limousine,5,Sedan,1,Diesel,Automatic,5,59.12,,Bangalore
626,McLaren,750S,2,Coupe,1,Petrol,Automatic,8,,,Bangalore
627,Mercedes-Benz,AMG A45 S,5,Hatchback,,Petrol,Automatic,7,,,Bangalore
628,Mercedes-Benz,AMG C 43,5,Sedan,,Petrol,Automatic,7,,,Bangalore
629,Mercedes-Benz,EQB,7,SUV,1,Electric,Automatic,6,80.05,,Bangalore
630,Mercedes-Benz,GLC,5,SUV,1,Diesel,Automatic,6,93.32,,Bangalore
631,Mercedes-Benz,GLS,7,SUV,1,Diesel,Automatic,5,,,Bangalore
632,Porsche,911,4,,1,Petrol,Automatic,2,,,Bangalore
633,Porsche,Cayenne,4,SUV,,Petrol,Automatic,7,,,Bangalore
634,Porsche,Cayenne Coupe,4,Coupe,,Petrol,Automatic,7,,,Bangalore
635,Porsche,Macan,5,SUV,1,Petrol,Automatic,9,,,Bangalore
636,Porsche,Taycan,5,Sedan,1,Electric,Automatic,12,,,Bangalore
637,Porsche,Taycan Cross Turismo,5,Sedan,1,Electric,Automatic,12,,,Bangalore
638,Rolls-Royce,Cullinan,5,SUV,,Petrol,Automatic,10,,,Bangalore
639,Rolls-Royce,Phantom,5,SUV,,Petrol,Automatic,9,,,Bangalore
640,Rolls-Royce,Spectre,4,SUV,,Electric,Automatic,15,,,Bangalore
641,Volvo,C40 Recharge,5,SUV,,Electric,Automatic,8,72.39,,Bangalore
642,Mercedes-Benz,AMG GLA35,5,SUV,,Petrol,Automatic,6,79.86,,Bangalore
643,Maserati,GranTurismo,5,,1,Petrol,Automatic,6,,,Bangalore
644,Land Rover,Discovery,7,SUV,1,Petrol,Automatic,8,,,Bangalore
645,Mercedes-Benz,G-Class Electric,5,SUV,,Electric,Automatic,5,,,Bangalore
646,Toyota,Hilux,5,Up,1,Diesel,Automatic,,48.40,,Bangalore
647,Aston Martin,DB12,4,Coupe,,Petrol,Automatic,18,,,Bangalore
648,Mercedes-Benz,Maybach SL 680,2,Convertible,,Petrol,Automatic,2,,,Bangalore
649,BMW,3 Series LWB,5,Sedan,,Petrol,Automatic,4,79.57,,Bangalore
650,Lexus,LX,5,,1,Diesel,Automatic,3,,,Bangalore
651,Citroen,Basalt,5,SUV,1,Petrol,Automatic,,17.33,,Bangalore
652,Porsche,718,2,Coupe,1,Petrol,Automatic,9,,,Bangalore
653,Porsche,Macan Turbo EV,5,SUV,,Electric,Automatic,10,,,Bangalore
654,Porsche,Panamera,4,Coupe,,Petrol,Automatic,10,,,Bangalore
655,Toyota,Land Cruiser,5,SUV,1,Diesel,Automatic,5,,,Bangalore
656,Volvo,XC40 Recharge,5,SUV,1,Electric,Automatic,8,66.65,,Bangalore
657,Audi,Q7,7,SUV,1,Petrol,Automatic,5,,,Bangalore
658,Jeep,Grand Cherokee,5,SUV,1,Petrol,Automatic,4,86.08,,Bangalore
659,Mercedes-Benz,AMG G-Class,5,SUV,,Petrol,Automatic,8,,,Bangalore
660,Audi,Q8,5,SUV,,Petrol,Automatic,8,,,Bangalore
661,MINI,Countryman Electric,5,Hatchback,,Electric,Automatic,9,56.68,,Bangalore
662,Mercedes-Benz,EQA,5,SUV,,Electric,Automatic,6,68.25,,Bangalore
663,Mercedes-Benz,AMG E53 Cabriolet,4,Convertible,,Petrol,Automatic,5,,,Bangalore
664,Mercedes-Benz,AMG S 63 E Performance,5,Sedan,1,Petrol,Automatic,8,,,Bangalore
665,Mercedes-Benz,AMG GLE Coupe,5,Coupe,,Petrol,Automatic,6,,,Bangalore
666,Mercedes-Benz,GLE,5,SUV,,Diesel,Automatic,5,,,Bangalore
667,Force Motors,Gurkha,4,SUV,,Diesel,Manual,4,20.47,,Bangalore
668,Force Motors,Gurkha 5 Door,7,SUV,,Diesel,Manual,4,21.98,,Bangalore
669,Isuzu,V-Cross,5,SUV,1,Diesel,Manual,6,26.01,,Bangalore
670,Ferrari,Purosangue SUV,4,SUV,,Petrol,Automatic,8,,,Bangalore
671,Kia,EV9,6,SUV,,Electric,Automatic,5,,,Bangalore
672,MINI,Cooper,4,Hatchback,,Petrol,Automatic,10,54.72,,Bangalore
673,Skoda,Superb,5,Sedan,,Petrol,Automatic,3,68.82,,Bangalore
674,Kia,Carnival,7,SUV,,Diesel,Automatic,2,79.99,,Bangalore
675,Jaguar,I-Pace,5,,,Electric,Automatic,6,,,Bangalore
676,BMW,M4,4,Sedan,1,Petrol,Automatic,10,,,Bangalore
677,BYD,eMax 7,7,,1,Electric,Automatic,4,29.39,,Bangalore
678,Aston Martin,Vanquish,2,Coupe,,Petrol,Automatic,9,,,Bangalore
679,Kia,EV6,5,SUV,,Electric,Automatic,5,70.28,,Bangalore
680,Audi,RS5,5,Coupe,,Petrol,Automatic,6,,,Bangalore
681,Audi,e-tron GT,5,Sedan,1,Electric,Automatic,9,,,Bangalore
682,Audi,Q8 Sportback e-tron,5,Sedan,1,Electric,Automatic,9,,,Bangalore
683,Audi,S5 Sportback,5,Coupe,,Petrol,Automatic,7,96.92,,Bangalore
684,Mercedes-Benz,EQS SUV,7,,1,Electric,Automatic,10,,,Bangalore
685,Mercedes-Benz,Maybach EQS,5,SUV,1,Electric,Automatic,13,,,Bangalore
686,BMW,X3,5,SUV,1,Diesel,Automatic,4,96.96,,Bangalore
687,BYD,Sealion 7,5,SUV,1,Electric,Automatic,4,53.51,,Bangalore
688,Audi,RS Q8 Performance,5,Hatchback,,Petrol,Automatic,8,,,Bangalore
689,BMW,iX1 LWB,5,SUV,,Electric,Automatic,5,52.33,,Bangalore
690,BMW,i4,5,Sedan,1,Electric,Automatic,3,82.60,,Bangalore
691,Ferrari,Roma,4,Coupe,,Petrol,Automatic,15,,,Bangalore
692,Isuzu,MU-X,7,SUV,1,Diesel,Automatic,6,46.28,,Bangalore
693,Jaguar,F-Pace,5,SUV,1,Petrol,Automatic,4,88.49,,Bangalore
694,McLaren,GT,2,Coupe,,Petrol,Automatic,5,,,Bangalore
695,Mercedes-Benz,AMG GT 63 S E Performance,5,Sedan,,Petrol,Automatic,5,,,Bangalore
696,Mercedes-Benz,AMG SL55 Roadster,4,Convertible,,Petrol,Automatic,3,,,Bangalore
697,Mercedes-Benz,C-Class,5,Sedan,1,Diesel,Automatic,6,76.37,,Bangalore
698,Volvo,EX40,5,SUV,,Electric,Automatic,6,61.35,,Bangalore
699,Maserati,Grecale,5,SUV,1,Petrol,Automatic,4,,,Bangalore
700,BMW,M5,5,Sedan,,Petrol,Automatic,10,,,Bangalore
701,Volvo,XC90,7,SUV,,Petrol,Automatic,6,,,Bangalore
702,Volkswagen,Golf GTI,5,Hatchback,,Petrol,Automatic,4,66.16,,Bangalore
703,Volkswagen,Tiguan R-Line,5,SUV,,Petrol,Automatic,6,61.19,,Bangalore
704,Land Rover,Range Rover Evoque,5,SUV,1,Diesel,Automatic,3,86.65,,Bangalore
705,Skoda,Kodiaq,7,SUV,1,Petrol,Automatic,9,58.57,,Bangalore
706,Mahindra,XUV300,5,,1,Petrol,Automatic,9,16.67,,Bangalore
707,Maruti Suzuki,Alto (2019-2023),5,Hatchback,1,CNG,Manual,6,6.44,,Bangalore
708,Maruti Suzuki,Ciaz,5,Sedan,1,Petrol,Automatic,7,15.28,,Bangalore
709,Tata,Nexon EV Prime (2020-2023),5,SUV,1,Electric,Automatic,,18.80,,Bangalore
710,Tata,Harrier (2020-2023),5,SUV,1,Diesel,Automatic,,25.95,,Bangalore
711,Toyota,Innova Crysta (2020-2023),8,,1,Diesel,Manual,7,29.65,,Bangalore
712,Tata,Nexon (2020-2023),5,SUV,1,Petrol,Manual,,15.38,,Bangalore
713,Maruti Suzuki,Swift (2021-2024),5,Hatchback,1,Petrol,Automatic,7,10.17,,Bangalore
714,Kia,Seltos (2022-2023),5,SUV,1,Petrol,Manual,11,17.51,,Bangalore
715,Tata,Tiago EV (2022-2025),5,Hatchback,1,Electric,Automatic,5,12.45,,Bangalore
716,Skoda,Kushaq (2021-2023),5,SUV,1,Petrol,Automatic,5,21.86,,Bangalore
717,Hyundai,Aura (2020-2023),5,Sedan,1,Diesel,Manual,6,11.32,,Bangalore
718,Tata,Tiago (2020-2025),5,Hatchback,1,Petrol,Manual,3,6.30,,Bangalore
719,Hyundai,Alcazar (2021-2023),7,,1,Petrol,Automatic,6,25.89,,Bangalore
720,Tata,Nexon,5,SUV,1,Petrol,Automatic,6,14.03,8,Mumbai
721,Tata,Punch,5,SUV,1,CNG,Manual,,11.81,8,Mumbai
722,Hyundai,Creta,5,SUV,1,Petrol,Manual,10,13.34,11,Mumbai
723,Hyundai,Venue,5,SUV,1,Petrol,Manual,5,11.01,11,Mumbai
724,Mahindra,XUV700,7,SUV,1,Petrol,Manual,5,20.35,8,Mumbai
725,Hyundai,Aura,5,Sedan,1,CNG,Manual,,8.69,11,Mumbai
726,Mahindra,XUV 3XO,5,SUV,1,Diesel,Manual,8,18.22,8,Mumbai
727,Tata,Tiago,5,Hatchback,1,Petrol,Manual,3,6.95,11,Mumbai
728,Tata,Altroz (2020-2025),5,Hatchback,1,Petrol,Manual,2,8.09,8,Mumbai
729,Maruti Suzuki,Brezza,5,SUV,1,Petrol,Manual,5,10.34,11,Mumbai
730,Maruti Suzuki,Baleno,5,Hatchback,1,Petrol,Manual,6,8.07,11,Mumbai
731,Maruti Suzuki,Swift,5,Hatchback,1,Petrol,Manual,4,7.65,11,Mumbai
732,Hyundai,Grand i10 Nios,5,Hatchback,1,Petrol,Manual,7,8.18,11,Mumbai
733,Maruti Suzuki,Wagon R,5,Hatchback,1,Petrol,Manual,3,6.94,11,Mumbai
734,Renault,Kiger,5,SUV,1,Petrol,Manual,5,8.92,11,Mumbai
735,Toyota,Glanza,5,Hatchback,1,Petrol,Manual,5,9.23,11,Mumbai
736,Renault,Triber,7,MUV,1,Petrol,Manual,5,8.32,11,Mumbai
737,Maruti Suzuki,Celerio,5,Hatchback,1,Petrol,Manual,6,6.82,11,Mumbai
738,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Manual,7,9.34,11,Mumbai
739,Renault,Kwid,5,Hatchback,1,Petrol,Automatic,5,6.69,11,Mumbai
740,Maruti Suzuki,XL6,6,SUV,1,Petrol,Manual,6,14.26,11,Mumbai
741,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,11.21,11,Mumbai
742,Honda,City,5,Sedan,1,Petrol,Manual,6,15.99,11,Mumbai
743,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Automatic,7,14.80,11,Mumbai
744,Maruti Suzuki,Ertiga,7,SUV,1,CNG,Manual,6,12.83,84,Mumbai
745,Mahindra,Scorpio-N,7,SUV,1,Diesel,Automatic,5,23.11,8,Mumbai
746,Maruti Suzuki,Alto K10,5,Hatchback,1,Petrol,Automatic,7,6.89,11,Mumbai
747,Mahindra,Bolero,7,SUV,1,Diesel,Manual,2,11.80,90,Mumbai
748,Tata,Nexon EV,5,SUV,1,Electric,Automatic,4,17.28,8,Mumbai
749,Hyundai,Venue N-Line,5,SUV,1,Petrol,Automatic,6,15.44,11,Mumbai
750,Maruti Suzuki,Grand Vitara,5,SUV,1,Petrol,Manual,,13.75,11,Mumbai
751,Toyota,Urban Cruiser Hyryder,5,SUV,1,Petrol,Manual,7,13.59,11,Mumbai
752,Hyundai,Tucson,5,SUV,1,Petrol,Automatic,5,35.26,00,Mumbai
753,MG,Gloster,6,SUV,1,Diesel,Automatic,4,50.26,30,Mumbai
754,MG,Astor,5,SUV,1,Petrol,Manual,2,13.66,11,Mumbai
755,Maruti Suzuki,Eeco,5,Van,1,Petrol,Manual,5,7.07,11,Mumbai
756,Volkswagen,Taigun,5,SUV,1,Petrol,Automatic,6,18.90,11,Mumbai
757,Kia,Carens,7,SUV,1,Petrol,Manual,7,13.87,11,Mumbai
758,Toyota,Rumion,7,SUV,1,CNG,Manual,5,13.21,11,Mumbai
759,Kia,Seltos,5,SUV,1,Petrol,Manual,7,13.59,11,Mumbai
760,Hyundai,Exter,5,SUV,1,Petrol,Manual,,7.45,11,Mumbai
761,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Manual,6,9.00,11,Mumbai
762,Maruti Suzuki,Invicto,7,SUV,1,Petrol,Automatic,4,30.22,42,Mumbai
763,Kia,Sonet,5,SUV,1,Petrol,Manual,7,10.22,11,Mumbai
764,MG,Comet EV,4,Hatchback,1,Electric,Automatic,5,10.27,11,Mumbai
765,Toyota,Innova Hycross,7,SUV,1,Petrol,Automatic,7,23.05,80,Mumbai
766,Hyundai,Verna,5,Sedan,1,Petrol,Manual,7,15.75,11,Mumbai
767,Tata,Harrier,5,SUV,1,Diesel,Manual,2,20.98,8,Mumbai
768,Mahindra,Scorpio Classic,7,SUV,1,Diesel,Manual,3,16.93,11,Mumbai
769,Mahindra,XUV400,5,SUV,1,Electric,Automatic,10,18.93,11,Mumbai
770,MG,Hector,5,SUV,1,Petrol,Automatic,7,26.54,11,Mumbai
771,MG,Hector Plus,7,SUV,1,Petrol,Automatic,7,27.49,11,Mumbai
772,MG,ZS EV,5,SUV,1,Electric,Automatic,3,19.51,11,Mumbai
773,Volkswagen,Virtus,5,Sedan,1,Petrol,Automatic,6,17.88,11,Mumbai
774,Toyota,Innova Crysta,8,SUV,1,Diesel,Manual,5,24.23,26,Mumbai
775,Skoda,Slavia,5,Sedan,1,Petrol,Automatic,4,17.55,11,Mumbai
776,Skoda,Kushaq,5,SUV,1,Petrol,Automatic,4,16.25,11,Mumbai
777,Honda,Elevate,5,SUV,1,Petrol,Automatic,7,18.46,11,Mumbai
778,Maruti Suzuki,S-Presso,4,SUV,1,Petrol,Manual,6,5.92,28,Mumbai
779,Hyundai,Creta N Line,5,SUV,1,Petrol,Manual,7,23.44,11,Mumbai
780,Maruti Suzuki,Ignis,5,Hatchback,1,Petrol,Automatic,10,9.49,11,Mumbai
781,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Manual,5,15.00,42,Mumbai
782,Tata,Punch EV,5,SUV,1,Electric,Automatic,4,12.63,8,Mumbai
783,Toyota,Urban Cruiser Taisor,5,SUV,1,Petrol,Manual,5,10.17,11,Mumbai
784,Hyundai,i20,5,Hatchback,1,Petrol,Manual,8,10.01,11,Mumbai
785,Tata,Curvv EV,5,SUV,1,Electric,Automatic,5,22.48,8,Mumbai
786,Mahindra,Thar Roxx,5,SUV,1,Petrol,Automatic,3,18.46,10,Mumbai
787,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,5,11.98,28,Mumbai
788,Hyundai,IONIQ 5,5,SUV,,Electric,Automatic,3,49.01,42,Mumbai
789,Tata,Curvv,5,SUV,1,Petrol,Manual,5,16.96,8,Mumbai
790,Tata,Safari,7,SUV,1,Diesel,Manual,4,28.91,8,Mumbai
791,Toyota,Fortuner Legender,7,SUV,1,Diesel,Automatic,,53.26,20,Mumbai
792,Hyundai,Alcazar,7,SUV,1,Petrol,Automatic,9,25.66,11,Mumbai
793,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,9.75,11,Mumbai
794,MG,Windsor EV,5,SUV,1,Electric,Automatic,,15.39,56,Mumbai
795,Toyota,Fortuner,7,SUV,1,Petrol,Automatic,7,42.42,70,Mumbai
796,Mahindra,Thar,4,SUV,1,Diesel,Manual,5,16.20,11,Mumbai
797,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,,8.46,11,Mumbai
798,Tata,Tiago NRG,5,Hatchback,1,CNG,Manual,4,9.49,11,Mumbai
799,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,30.62,20,Mumbai
800,Hyundai,Creta Electric,5,SUV,1,Electric,Automatic,5,20.57,11,Mumbai
801,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,27.02,20,Mumbai
802,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,7.19,11,Mumbai
803,Kia,Syros,5,SUV,1,Petrol,Manual,8,11.01,11,Mumbai
804,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,8.99,11,Mumbai
805,Kia,Carens Clavis,6,SUV,1,Petrol,Manual,7,14.79,11,Mumbai
806,Skoda,Kodiaq,7,SUV,1,Petrol,Automatic,9,56.26,20,Mumbai
807,Bentley,Bentayga,5,SUV,1,Petrol,Automatic,4,,,Mumbai
808,Mercedes-Benz,AMG EQS,5,Sedan,,Electric,Automatic,5,,,Mumbai
809,Mercedes-Benz,EQE SUV,5,SUV,,Electric,Automatic,9,,,Mumbai
810,Mercedes-Benz,EQS,5,Sedan,1,Electric,Automatic,5,,,Mumbai
811,Mercedes-Benz,G-Class,5,SUV,1,Diesel,Automatic,7,,,Mumbai
812,Mercedes-Benz,GLA,5,SUV,1,Diesel,Automatic,5,68.96,,Mumbai
813,Citroen,Aircross,7,,1,Petrol,Manual,4,14.32,,Mumbai
814,Jeep,Compass,5,SUV,1,Diesel,Manual,7,33.75,,Mumbai
815,Citroen,E-C3,5,SUV,1,Electric,Automatic,4,12.96,,Mumbai
816,Mercedes-Benz,GLB,7,SUV,1,Diesel,Automatic,5,87.71,,Mumbai
817,Jeep,Meridian,7,,1,Diesel,Automatic,6,42.42,,Mumbai
818,Citroen,C5 Aircross,5,SUV,1,Diesel,Automatic,7,45.41,,Mumbai
819,Mercedes-Benz,Maybach GLS,5,SUV,1,Petrol,Automatic,6,,,Mumbai
820,Mercedes-Benz,Maybach S-Class,5,Sedan,,Petrol,Automatic,8,,,Mumbai
821,Mercedes-Benz,S-Class,5,Sedan,1,Petrol,Automatic,4,,,Mumbai
822,BMW,2 Series Gran Coupe,5,Coupe,1,Petrol,Automatic,,53.52,,Mumbai
823,BMW,3 Series Gran Limousine,5,Coupe,1,Petrol,Automatic,4,70.40,,Mumbai
824,Lamborghini,Huracan,2,Coupe,1,Petrol,Automatic,14,,,Mumbai
825,Mahindra,Bolero Neo Plus,9,SUV,1,Diesel,Manual,3,14.43,,Mumbai
826,BMW,i7,5,Sedan,1,Electric,Automatic,8,,,Mumbai
827,BMW,iX,5,SUV,1,Electric,Automatic,7,,,Mumbai
828,BMW,iX1,5,SUV,,Electric,Automatic,4,70.01,,Mumbai
829,BMW,M2,4,Coupe,,Petrol,Automatic,5,,,Mumbai
830,BMW,M340i,5,Sedan,,Petrol,Automatic,4,88.32,,Mumbai
831,BMW,M8,4,Coupe,,Petrol,Automatic,9,,,Mumbai
832,BMW,X3 M40i,5,SUV,,Petrol,Automatic,2,,,Mumbai
833,BMW,X4 M40i,5,SUV,,Petrol,Automatic,2,,,Mumbai
834,BMW,X5,5,,1,Petrol,Automatic,3,,,Mumbai
835,Citroen,C3,5,SUV,1,Petrol,Manual,6,10.08,,Mumbai
836,Aston Martin,DBX,5,SUV,,Petrol,Automatic,8,,,Mumbai
837,Aston Martin,Vantage,2,Coupe,,Petrol,Automatic,6,,,Mumbai
838,Nissan,Magnite,5,SUV,1,Petrol,Manual,11,11.39,,Mumbai
839,BMW,i5,5,Sedan,,Electric,Automatic,9,,,Mumbai
840,BMW,5 Series,5,Sedan,1,Petrol,Automatic,2,84.85,,Mumbai
841,BYD,Atto 3,5,SUV,1,Electric,Automatic,4,25.86,,Mumbai
842,BYD,Seal,5,Sedan,1,Electric,Automatic,4,47.26,,Mumbai
843,Audi,A8 L,4,Sedan,1,Petrol,Automatic,8,,,Mumbai
844,Jeep,Wrangler,5,SUV,1,Petrol,Automatic,5,78.78,,Mumbai
845,Ferrari,296 GTB,2,Coupe,,Petrol,Automatic,8,,,Mumbai
846,Ferrari,296 GTS,2,Convertible,,Petrol,Automatic,8,,,Mumbai
847,Ferrari,F8 Tributo,2,Coupe,,Petrol,Automatic,15,,,Mumbai
848,Ferrari,Portofino,4,,,Petrol,Automatic,14,,,Mumbai
849,Audi,e-tron Sportback,5,SUV,1,Electric,Automatic,9,,,Mumbai
850,BMW,Z4,2,Convertible,1,Petrol,Automatic,7,,,Mumbai
851,Audi,Q3,5,SUV,1,Petrol,Automatic,5,65.69,,Mumbai
852,Audi,Q3 Sportback,5,SUV,1,Petrol,Automatic,4,67.22,,Mumbai
853,Audi,Q5,5,SUV,1,Petrol,Automatic,4,87.02,,Mumbai
854,Mercedes-Benz,AMG GLC43 Coupe,5,Coupe,,Petrol,Automatic,5,,,Mumbai
855,Land Rover,Defender,5,SUV,1,Petrol,Automatic,6,,,Mumbai
856,Audi,A6,5,Sedan,1,Petrol,Automatic,5,77.17,,Mumbai
857,Audi,e-tron,5,SUV,1,Electric,Automatic,8,,,Mumbai
858,Audi,A4,5,Sedan,1,Petrol,Automatic,5,55.53,,Mumbai
859,Land Rover,Range Rover,7,,1,Petrol,Automatic,8,,,Mumbai
860,BMW,7 Series,5,Sedan,1,Petrol,Automatic,6,,,Mumbai
861,Land Rover,Range Rover Sport,5,SUV,1,Diesel,Automatic,8,,,Mumbai
862,Land Rover,Range Rover Velar,5,SUV,1,Petrol,Automatic,5,,,Mumbai
863,Lotus,Eletre,4,SUV,1,Electric,Automatic,5,,,Mumbai
864,BMW,X1,5,,1,Diesel,Automatic,5,64.63,,Mumbai
865,Mercedes-Benz,E-Class,5,Sedan,1,Petrol,Automatic,4,88.49,,Mumbai
866,Mercedes-Benz,A-Class Limousine,5,Sedan,1,Diesel,Automatic,5,57.67,,Mumbai
867,McLaren,750S,2,Coupe,1,Petrol,Automatic,8,,,Mumbai
868,Mercedes-Benz,AMG A45 S,5,Hatchback,,Petrol,Automatic,7,,,Mumbai
869,Mercedes-Benz,AMG C 43,5,Sedan,,Petrol,Automatic,7,,,Mumbai
870,Mercedes-Benz,EQB,7,SUV,1,Electric,Automatic,6,80.05,,Mumbai
871,Mercedes-Benz,GLC,5,SUV,1,Diesel,Automatic,6,91.01,,Mumbai
872,Mercedes-Benz,GLS,7,SUV,1,Diesel,Automatic,5,,,Mumbai
873,Porsche,911,4,,1,Petrol,Automatic,2,,,Mumbai
874,Porsche,Cayenne,4,SUV,,Petrol,Automatic,7,,,Mumbai
875,Porsche,Cayenne Coupe,4,Coupe,,Petrol,Automatic,7,,,Mumbai
876,Porsche,Macan,5,SUV,1,Petrol,Automatic,9,,,Mumbai
877,Porsche,Taycan,5,Sedan,1,Electric,Automatic,12,,,Mumbai
878,Porsche,Taycan Cross Turismo,5,Sedan,1,Electric,Automatic,12,,,Mumbai
879,Rolls-Royce,Cullinan,5,SUV,,Petrol,Automatic,10,,,Mumbai
880,Rolls-Royce,Phantom,5,SUV,,Petrol,Automatic,9,,,Mumbai
881,Rolls-Royce,Spectre,4,SUV,,Electric,Automatic,15,,,Mumbai
882,Volvo,C40 Recharge,5,SUV,,Electric,Automatic,8,65.12,,Mumbai
883,Mercedes-Benz,AMG GLA35,5,SUV,,Petrol,Automatic,6,76.85,,Mumbai
884,Maserati,GranTurismo,5,,1,Petrol,Automatic,6,,,Mumbai
885,Land Rover,Discovery,7,SUV,1,Petrol,Automatic,8,,,Mumbai
886,Mercedes-Benz,G-Class Electric,5,SUV,,Electric,Automatic,5,,,Mumbai
887,Aston Martin,DB12,4,Coupe,,Petrol,Automatic,18,,,Mumbai
888,Mercedes-Benz,Maybach SL 680,2,Convertible,,Petrol,Automatic,2,,,Mumbai
889,Lexus,LX,5,,1,Diesel,Automatic,3,,,Mumbai
890,Citroen,Basalt,5,SUV,1,Petrol,Automatic,,16.40,,Mumbai
891,Porsche,718,2,Coupe,1,Petrol,Automatic,9,,,Mumbai
892,Porsche,Macan Turbo EV,5,SUV,,Electric,Automatic,10,,,Mumbai
893,Porsche,Panamera,4,Coupe,,Petrol,Automatic,10,,,Mumbai
894,Toyota,Hilux,5,Up,1,Diesel,Automatic,2,38.55,,Mumbai
895,Toyota,Land Cruiser,5,SUV,1,Diesel,Automatic,5,,,Mumbai
896,Volvo,XC40 Recharge,5,SUV,1,Electric,Automatic,8,59.94,,Mumbai
897,Audi,Q7,7,SUV,1,Petrol,Automatic,5,,,Mumbai
898,Jeep,Grand Cherokee,5,SUV,1,Petrol,Automatic,4,81.44,,Mumbai
899,Mercedes-Benz,AMG G-Class,5,SUV,,Petrol,Automatic,8,,,Mumbai
900,Audi,Q8,5,SUV,,Petrol,Automatic,8,,,Mumbai
901,MINI,Countryman Electric,5,Hatchback,,Electric,Automatic,9,56.68,,Mumbai
902,Mercedes-Benz,EQA,5,SUV,,Electric,Automatic,6,68.25,,Mumbai
903,Mercedes-Benz,AMG E53 Cabriolet,4,Convertible,,Petrol,Automatic,5,,,Mumbai
904,Mercedes-Benz,AMG S 63 E Performance,5,Sedan,1,Petrol,Automatic,8,,,Mumbai
905,Mercedes-Benz,AMG GLE Coupe,5,Coupe,,Petrol,Automatic,6,,,Mumbai
906,Mercedes-Benz,GLE,5,SUV,,Diesel,Automatic,5,,,Mumbai
907,Force Motors,Gurkha,4,SUV,,Diesel,Manual,4,19.97,,Mumbai
908,Force Motors,Gurkha 5 Door,7,SUV,,Diesel,Manual,4,21.48,,Mumbai
909,Isuzu,V-Cross,5,SUV,1,Diesel,Manual,6,25.37,,Mumbai
910,Ferrari,Purosangue SUV,4,SUV,,Petrol,Automatic,8,,,Mumbai
911,Kia,EV9,6,SUV,,Electric,Automatic,5,,,Mumbai
912,MINI,Cooper,4,Hatchback,,Petrol,Automatic,10,52.48,,Mumbai
913,Skoda,Superb,5,Sedan,,Petrol,Automatic,3,62.90,,Mumbai
914,Kia,Carnival,7,SUV,,Diesel,Automatic,2,78.63,,Mumbai
915,Jaguar,I-Pace,5,,,Electric,Automatic,6,,,Mumbai
916,BMW,M4,4,Sedan,1,Petrol,Automatic,10,,,Mumbai
917,BYD,eMax 7,7,,1,Electric,Automatic,4,28.85,,Mumbai
918,Aston Martin,Vanquish,2,Coupe,,Petrol,Automatic,9,,,Mumbai
919,Kia,EV6,5,SUV,,Electric,Automatic,5,68.97,,Mumbai
920,Audi,RS5,5,Coupe,,Petrol,Automatic,6,,,Mumbai
921,Audi,e-tron GT,5,Sedan,1,Electric,Automatic,9,,,Mumbai
922,Audi,Q8 Sportback e-tron,5,Sedan,1,Electric,Automatic,9,,,Mumbai
923,Audi,S5 Sportback,5,Coupe,,Petrol,Automatic,7,91.69,,Mumbai
924,Mercedes-Benz,EQS SUV,7,,1,Electric,Automatic,10,,,Mumbai
925,Mercedes-Benz,Maybach EQS,5,SUV,1,Electric,Automatic,13,,,Mumbai
926,BMW,X3,5,SUV,1,Diesel,Automatic,4,93.32,,Mumbai
927,BYD,Sealion 7,5,SUV,1,Electric,Automatic,4,50.46,,Mumbai
928,Audi,RS Q8 Performance,5,Hatchback,,Petrol,Automatic,8,,,Mumbai
929,BMW,iX1 LWB,5,SUV,,Electric,Automatic,5,51.35,,Mumbai
930,BMW,i4,5,Sedan,1,Electric,Automatic,3,81.06,,Mumbai
931,Ferrari,Roma,4,Coupe,,Petrol,Automatic,15,,,Mumbai
932,Isuzu,MU-X,7,SUV,1,Diesel,Automatic,6,45.14,,Mumbai
933,Jaguar,F-Pace,5,SUV,1,Petrol,Automatic,4,84.85,,Mumbai
934,McLaren,GT,2,Coupe,,Petrol,Automatic,5,,,Mumbai
935,Mercedes-Benz,AMG GT 63 S E Performance,5,Sedan,,Petrol,Automatic,5,,,Mumbai
